stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_lemma	finite_compact	subject_person	subject_number	subject_status	subject_source	continuity_status	continuity_source	previous_subject_person	previous_subject_number	previous_finite_verb	independence_status	subordination_status
116	1corintios	3	14	1corintios-3-14-P01	1corintios-3-13-P05	μενεῖ	μένω	V-FAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			δοκιμάσει	unresolved	candidate
117	1corintios	3	14	1corintios-3-14-P02	1corintios-3-14-P01	ἐποικοδόμησεν	ἐποικοδομέω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μενεῖ	candidate	not_detected
118	1corintios	3	14	1corintios-3-14-P03	1corintios-3-14-P02	λήμψεται	λαμβάνω	V-FMI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐποικοδόμησεν	candidate	not_detected
119	1corintios	3	15	1corintios-3-15-P01	1corintios-3-14-P03	κατακαήσεται	κατακαίω	V-FPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	λήμψεται	unresolved	candidate
120	1corintios	3	15	1corintios-3-15-P02	1corintios-3-15-P01	ζημιωθήσεται	ζημιόω	V-FPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			κατακαήσεται	candidate	not_detected
121	1corintios	3	15	1corintios-3-15-P03	1corintios-3-15-P02	σωθήσεται	σῴζω	V-FPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ζημιωθήσεται	candidate	not_detected
122	1corintios	3	16	1corintios-3-16-P01	1corintios-3-15-P03	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	σωθήσεται	candidate	not_detected
123	1corintios	3	16	1corintios-3-16-P02	1corintios-3-16-P01	ἐστε	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	οἴδατε	unresolved	candidate
124	1corintios	3	16	1corintios-3-16-P03	1corintios-3-16-P02	οἰκεῖ	οἰκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐστε	candidate	not_detected
125	1corintios	3	17	1corintios-3-17-P01	1corintios-3-16-P03	φθείρει	φθείρω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			οἰκεῖ	unresolved	candidate
126	1corintios	3	17	1corintios-3-17-P02	1corintios-3-17-P01	φθερεῖ	φθείρω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			φθείρει	candidate	not_detected
127	1corintios	3	17	1corintios-3-17-P03	1corintios-3-17-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	φθερεῖ	candidate	not_detected
128	1corintios	3	17	1corintios-3-17-P04	1corintios-3-17-P03	ἐστε	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
129	1corintios	3	18	1corintios-3-18-P01	1corintios-3-17-P04	ἐξαπατάτω	ἐξαπατάω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐστε	candidate	not_detected
130	1corintios	3	18	1corintios-3-18-P02	1corintios-3-18-P01	δοκεῖ	δοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐξαπατάτω	unresolved	candidate
131	1corintios	3	18	1corintios-3-18-P03	1corintios-3-18-P02	γενέσθω	γίνομαι	V-AMD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			δοκεῖ	candidate	not_detected
132	1corintios	3	18	1corintios-3-18-P04	1corintios-3-18-P03	γένηται	γίνομαι	V-AMS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			γενέσθω	unresolved	candidate
133	1corintios	3	19	1corintios-3-19-P01	1corintios-3-18-P04	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	γένηται	candidate	not_detected
134	1corintios	3	19	1corintios-3-19-P02	1corintios-3-19-P01	γέγραπται	γράφω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
135	1corintios	3	20	1corintios-3-20-P01	1corintios-3-19-P02	γινώσκει	γινώσκω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	γέγραπται	candidate	not_detected
136	1corintios	3	20	1corintios-3-20-P02	1corintios-3-20-P01	εἰσὶν	εἰμί	V-PAI-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			γινώσκει	unresolved	candidate
137	1corintios	3	21	1corintios-3-21-P01	1corintios-3-20-P02	καυχάσθω	καυχάομαι	V-PMD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	P	εἰσὶν	unresolved	candidate
138	1corintios	3	21	1corintios-3-21-P02	1corintios-3-21-P01	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			καυχάσθω	candidate	not_detected
139	1corintios	4	1	1corintios-4-1-P01	1corintios-3-21-P02	λογιζέσθω	λογίζομαι	V-PMD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐστιν	candidate	not_detected
140	1corintios	4	2	1corintios-4-2-P01	1corintios-4-1-P01	ζητεῖται	ζητέω	V-PPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	λογιζέσθω	candidate	not_detected
141	1corintios	4	2	1corintios-4-2-P02	1corintios-4-2-P01	εὑρεθῇ	εὑρίσκω	V-APS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ζητεῖται	unresolved	candidate
142	1corintios	4	3	1corintios-4-3-P01	1corintios-4-2-P02	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			εὑρεθῇ	candidate	not_detected
143	1corintios	4	3	1corintios-4-3-P02	1corintios-4-3-P01	ἀνακριθῶ	ἀνακρίνω	V-APS-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐστιν	unresolved	candidate
144	1corintios	4	3	1corintios-4-3-P03	1corintios-4-3-P02	ἀνακρίνω	ἀνακρίνω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἀνακριθῶ	candidate	not_detected
145	1corintios	4	4	1corintios-4-4-P01	1corintios-4-3-P03	σύνοιδα	σύνοιδα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἀνακρίνω	candidate	not_detected
146	1corintios	4	4	1corintios-4-4-P02	1corintios-4-4-P01	δεδικαίωμαι	δικαιόω	V-XPI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	σύνοιδα	candidate	not_detected
147	1corintios	4	4	1corintios-4-4-P03	1corintios-4-4-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	δεδικαίωμαι	candidate	not_detected
148	1corintios	4	5	1corintios-4-5-P01	1corintios-4-4-P03	κρίνετε	κρίνω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
149	1corintios	4	5	1corintios-4-5-P02	1corintios-4-5-P01	ἔλθῃ	ἔρχομαι	V-AAS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	κρίνετε	candidate	not_detected
150	1corintios	4	5	1corintios-4-5-P03	1corintios-4-5-P02	φωτίσει	φωτίζω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔλθῃ	candidate	not_detected
151	1corintios	4	5	1corintios-4-5-P04	1corintios-4-5-P03	φανερώσει	φανερόω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	φωτίσει	candidate	not_detected
152	1corintios	4	5	1corintios-4-5-P05	1corintios-4-5-P04	γενήσεται	γίνομαι	V-FMI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	φανερώσει	candidate	not_detected
153	1corintios	4	6	1corintios-4-6-P01	1corintios-4-5-P05	μετεσχημάτισα	μετασχηματίζω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			γενήσεται	candidate	not_detected
154	1corintios	4	6	1corintios-4-6-P02	1corintios-4-6-P01	μάθητε	μανθάνω	V-AAS-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	μετεσχημάτισα	unresolved	candidate
155	1corintios	4	6	1corintios-4-6-P03	1corintios-4-6-P02	γέγραπται	γράφω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	μάθητε	candidate	not_detected
156	1corintios	4	6	1corintios-4-6-P04	1corintios-4-6-P03	φυσιοῦσθε	φυσιόω	V-PPI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	γέγραπται	unresolved	candidate
157	1corintios	4	7	1corintios-4-7-P01	1corintios-4-6-P04	διακρίνει	διακρίνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	φυσιοῦσθε	candidate	not_detected
158	1corintios	4	7	1corintios-4-7-P02	1corintios-4-7-P01	ἔχεις	ἔχω	V-PAI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	διακρίνει	candidate	not_detected
159	1corintios	4	7	1corintios-4-7-P03	1corintios-4-7-P02	ἔλαβες	λαμβάνω	V-AAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	ἔχεις	candidate	not_detected
160	1corintios	4	7	1corintios-4-7-P04	1corintios-4-7-P03	ἔλαβες	λαμβάνω	V-AAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	ἔλαβες	unresolved	candidate
161	1corintios	4	7	1corintios-4-7-P05	1corintios-4-7-P04	καυχᾶσαι	καυχάομαι	V-PMI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	ἔλαβες	candidate	not_detected
162	1corintios	4	8	1corintios-4-8-P01	1corintios-4-7-P05	ἐστέ	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	2	S	καυχᾶσαι	candidate	not_detected
163	1corintios	4	8	1corintios-4-8-P02	1corintios-4-8-P01	ἐπλουτήσατε	πλουτέω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐστέ	candidate	not_detected
164	1corintios	4	8	1corintios-4-8-P03	1corintios-4-8-P02	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐπλουτήσατε	candidate	not_detected
165	1corintios	4	8	1corintios-4-8-P04	1corintios-4-8-P03	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐβασιλεύσατε	candidate	not_detected
166	1corintios	4	8	1corintios-4-8-P05	1corintios-4-8-P04	συμβασιλεύσωμεν	συμβασιλεύω	V-AAS-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἐβασιλεύσατε	unresolved	candidate
167	1corintios	4	9	1corintios-4-9-P01	1corintios-4-8-P05	δοκῶ	δοκέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	1	P	συμβασιλεύσωμεν	candidate	not_detected
168	1corintios	4	9	1corintios-4-9-P02	1corintios-4-9-P01	ἀπέδειξεν	ἀποδείκνυμι	V-AAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	δοκῶ	candidate	not_detected
169	1corintios	4	9	1corintios-4-9-P03	1corintios-4-9-P02	ἐγενήθημεν	γίνομαι	V-API-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀπέδειξεν	unresolved	candidate
170	1corintios	4	11	1corintios-4-11-P01	1corintios-4-9-P03	πεινῶμεν	πεινάω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἐγενήθημεν	candidate	not_detected
171	1corintios	4	11	1corintios-4-11-P02	1corintios-4-11-P01	διψῶμεν	διψάω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	πεινῶμεν	candidate	not_detected
172	1corintios	4	11	1corintios-4-11-P03	1corintios-4-11-P02	γυμνιτεύομεν	γυμνιτεύω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	διψῶμεν	candidate	not_detected
173	1corintios	4	11	1corintios-4-11-P04	1corintios-4-11-P03	κολαφιζόμεθα	κολαφίζω	V-PPI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	γυμνιτεύομεν	candidate	not_detected
174	1corintios	4	11	1corintios-4-11-P05	1corintios-4-11-P04	ἀστατοῦμεν	ἀστατέω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	κολαφιζόμεθα	candidate	not_detected
175	1corintios	4	12	1corintios-4-12-P01	1corintios-4-11-P05	κοπιῶμεν	κοπιάω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἀστατοῦμεν	candidate	not_detected
176	1corintios	4	12	1corintios-4-12-P02	1corintios-4-12-P01	εὐλογοῦμεν	εὐλογέω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	κοπιῶμεν	candidate	not_detected
177	1corintios	4	12	1corintios-4-12-P03	1corintios-4-12-P02	ἀνεχόμεθα	ἀνέχομαι	V-PMI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	εὐλογοῦμεν	candidate	not_detected
178	1corintios	4	13	1corintios-4-13-P01	1corintios-4-12-P03	παρακαλοῦμεν	παρακαλέω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἀνεχόμεθα	candidate	not_detected
179	1corintios	4	13	1corintios-4-13-P02	1corintios-4-13-P01	ἐγενήθημεν	γίνομαι	V-API-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	παρακαλοῦμεν	unresolved	candidate
180	1corintios	4	14	1corintios-4-14-P01	1corintios-4-13-P02	γράφω	γράφω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	1	P	ἐγενήθημεν	candidate	not_detected
181	1corintios	4	15	1corintios-4-15-P01	1corintios-4-14-P01	ἔχητε	ἔχω	V-PAS-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	γράφω	unresolved	candidate
182	1corintios	4	15	1corintios-4-15-P02	1corintios-4-15-P01	ἐγέννησα	γεννάω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἔχητε	candidate	not_detected
183	1corintios	4	16	1corintios-4-16-P01	1corintios-4-15-P02	παρακαλῶ	παρακαλέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἐγέννησα	candidate	not_detected
184	1corintios	4	16	1corintios-4-16-P02	1corintios-4-16-P01	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	παρακαλῶ	candidate	not_detected
185	1corintios	4	17	1corintios-4-17-P01	1corintios-4-16-P02	ἔπεμψα	πέμπω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	γίνεσθε	candidate	not_detected
186	1corintios	4	17	1corintios-4-17-P02	1corintios-4-17-P01	ἐστίν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	ἔπεμψα	candidate	not_detected
187	1corintios	4	17	1corintios-4-17-P03	1corintios-4-17-P02	ἀναμνήσει	ἀναμιμνῄσκω	V-FAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστίν	candidate	not_detected
188	1corintios	4	17	1corintios-4-17-P04	1corintios-4-17-P03	διδάσκω	διδάσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀναμνήσει	unresolved	candidate
189	1corintios	4	18	1corintios-4-18-P01	1corintios-4-17-P04	ἐφυσιώθησάν	φυσιόω	V-API-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	διδάσκω	unresolved	candidate
190	1corintios	4	19	1corintios-4-19-P01	1corintios-4-18-P01	ἐλεύσομαι	ἔρχομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἐφυσιώθησάν	candidate	not_detected
191	1corintios	4	19	1corintios-4-19-P02	1corintios-4-19-P01	θελήσῃ	θέλω	V-AAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	ἐλεύσομαι	unresolved	candidate
192	1corintios	4	19	1corintios-4-19-P03	1corintios-4-19-P02	γνώσομαι	γινώσκω	V-FMI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			θελήσῃ	candidate	not_detected
193	1corintios	4	21	1corintios-4-21-P01	1corintios-4-19-P03	θέλετε	θέλω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	γνώσομαι	candidate	not_detected
194	1corintios	4	21	1corintios-4-21-P02	1corintios-4-21-P01	ἔλθω	ἔρχομαι	V-AAS-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	θέλετε	candidate	not_detected
195	1corintios	5	1	1corintios-5-1-P01	1corintios-4-21-P02	ἀκούεται	ἀκούω	V-PPI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἔλθω	candidate	not_detected
196	1corintios	5	2	1corintios-5-2-P01	1corintios-5-1-P01	ἐστέ	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἀκούεται	candidate	not_detected
197	1corintios	5	2	1corintios-5-2-P02	1corintios-5-2-P01	ἐπενθήσατε	πενθέω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐστέ	candidate	not_detected
198	1corintios	5	2	1corintios-5-2-P03	1corintios-5-2-P02	ἀρθῇ	αἴρω	V-APS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἐπενθήσατε	unresolved	candidate
199	1corintios	5	3	1corintios-5-3-P01	1corintios-5-2-P03	κέκρικα	κρίνω	V-XAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἀρθῇ	candidate	not_detected
200	1corintios	5	5	1corintios-5-5-P01	1corintios-5-3-P01	σωθῇ	σῴζω	V-APS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	κέκρικα	unresolved	candidate
201	1corintios	5	6	1corintios-5-6-P01	1corintios-5-5-P01	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			σωθῇ	candidate	not_detected
202	1corintios	5	6	1corintios-5-6-P02	1corintios-5-6-P01	ζυμοῖ	ζυμόω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	οἴδατε	unresolved	candidate
203	1corintios	5	7	1corintios-5-7-P01	1corintios-5-6-P02	ἐκκαθάρατε	ἐκκαθαίρω	V-AAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ζυμοῖ	candidate	not_detected
204	1corintios	5	7	1corintios-5-7-P02	1corintios-5-7-P01	ἦτε	εἰμί	V-PAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐκκαθάρατε	unresolved	candidate
205	1corintios	5	7	1corintios-5-7-P03	1corintios-5-7-P02	ἐστε	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἦτε	unresolved	candidate
