movement_group_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	start_predication_id	end_predication_id	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	group_signature	first_finite_verb	last_finite_verb
MG0120	120	1corintios	170	170	4:11	4:11	1corintios-4-11-P01	1corintios-4-11-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	πεινῶμεν	πεινῶμεν
MG0121	121	1corintios	171	178	4:11	4:13	1corintios-4-11-P02	1corintios-4-13-P01	8	none	"{""none"": 8}"	{}	none	διψῶμεν	παρακαλοῦμεν
MG0122	122	1corintios	179	179	4:13	4:13	1corintios-4-13-P02	1corintios-4-13-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐγενήθημεν	ἐγενήθημεν
MG0123	123	1corintios	180	180	4:14	4:14	1corintios-4-14-P01	1corintios-4-14-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+subordination_transition	γράφω	γράφω
MG0124	124	1corintios	181	181	4:15	4:15	1corintios-4-15-P01	1corintios-4-15-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἔχητε	ἔχητε
MG0125	125	1corintios	182	182	4:15	4:15	1corintios-4-15-P02	1corintios-4-15-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἐγέννησα	ἐγέννησα
MG0126	126	1corintios	183	183	4:16	4:16	1corintios-4-16-P01	1corintios-4-16-P01	1	none	"{""none"": 1}"	{}	none	παρακαλῶ	παρακαλῶ
MG0127	127	1corintios	184	185	4:16	4:17	1corintios-4-16-P02	1corintios-4-17-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	γίνεσθε	ἔπεμψα
MG0128	128	1corintios	186	187	4:17	4:17	1corintios-4-17-P02	1corintios-4-17-P03	2	none	"{""none"": 2}"	{}	none	ἐστίν	ἀναμνήσει
MG0129	129	1corintios	188	188	4:17	4:17	1corintios-4-17-P04	1corintios-4-17-P04	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	διδάσκω	διδάσκω
MG0130	130	1corintios	189	189	4:18	4:18	1corintios-4-18-P01	1corintios-4-18-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐφυσιώθησάν	ἐφυσιώθησάν
MG0131	131	1corintios	190	190	4:19	4:19	1corintios-4-19-P01	1corintios-4-19-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἐλεύσομαι	ἐλεύσομαι
MG0132	132	1corintios	191	191	4:19	4:19	1corintios-4-19-P02	1corintios-4-19-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	θελήσῃ	θελήσῃ
MG0133	133	1corintios	192	192	4:19	4:19	1corintios-4-19-P03	1corintios-4-19-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	γνώσομαι	γνώσομαι
MG0134	134	1corintios	193	194	4:21	4:21	1corintios-4-21-P01	1corintios-4-21-P02	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	θέλετε	ἔλθω
MG0135	135	1corintios	195	195	5:1	5:1	1corintios-5-1-P01	1corintios-5-1-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἀκούεται	ἀκούεται
MG0136	136	1corintios	196	196	5:2	5:2	1corintios-5-2-P01	1corintios-5-2-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐστέ	ἐστέ
MG0137	137	1corintios	197	197	5:2	5:2	1corintios-5-2-P02	1corintios-5-2-P02	1	none	"{""none"": 1}"	{}	none	ἐπενθήσατε	ἐπενθήσατε
MG0138	138	1corintios	198	198	5:2	5:2	1corintios-5-2-P03	1corintios-5-2-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἀρθῇ	ἀρθῇ
MG0139	139	1corintios	199	199	5:3	5:3	1corintios-5-3-P01	1corintios-5-3-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	κέκρικα	κέκρικα
MG0140	140	1corintios	200	200	5:5	5:5	1corintios-5-5-P01	1corintios-5-5-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	σωθῇ	σωθῇ
MG0141	141	1corintios	201	201	5:6	5:6	1corintios-5-6-P01	1corintios-5-6-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	οἴδατε	οἴδατε
MG0142	142	1corintios	202	202	5:6	5:6	1corintios-5-6-P02	1corintios-5-6-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ζυμοῖ	ζυμοῖ
MG0143	143	1corintios	203	203	5:7	5:7	1corintios-5-7-P01	1corintios-5-7-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἐκκαθάρατε	ἐκκαθάρατε
MG0144	144	1corintios	204	204	5:7	5:7	1corintios-5-7-P02	1corintios-5-7-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἦτε	ἦτε
MG0145	145	1corintios	205	205	5:7	5:7	1corintios-5-7-P03	1corintios-5-7-P03	1	none	"{""none"": 1}"	{}	none	ἐστε	ἐστε
MG0146	146	1corintios	206	206	5:7	5:7	1corintios-5-7-P04	1corintios-5-7-P04	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐτύθη	ἐτύθη
MG0147	147	1corintios	207	207	5:8	5:8	1corintios-5-8-P01	1corintios-5-8-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἑορτάζωμεν	ἑορτάζωμεν
MG0148	148	1corintios	208	208	5:9	5:9	1corintios-5-9-P01	1corintios-5-9-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+subordination_transition	ἔγραψα	ἔγραψα
MG0149	149	1corintios	209	209	5:10	5:10	1corintios-5-10-P01	1corintios-5-10-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ὠφείλετε	ὠφείλετε
MG0150	150	1corintios	210	210	5:11	5:11	1corintios-5-11-P01	1corintios-5-11-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἔγραψα	ἔγραψα
MG0151	151	1corintios	211	211	5:11	5:11	1corintios-5-11-P02	1corintios-5-11-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ᾖ	ᾖ
MG0152	152	1corintios	212	212	5:12	5:12	1corintios-5-12-P01	1corintios-5-12-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	κρίνετε	κρίνετε
MG0153	153	1corintios	213	214	5:13	5:13	1corintios-5-13-P01	1corintios-5-13-P02	2	none	"{""none"": 2}"	{}	none	κρίνει;	ἐξάρατε
MG0154	154	1corintios	215	216	6:1	6:2	1corintios-6-1-P01	1corintios-6-2-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	τολμᾷ	οἴδατε
MG0155	155	1corintios	217	217	6:2	6:2	1corintios-6-2-P02	1corintios-6-2-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	κρινοῦσιν	κρινοῦσιν
MG0156	156	1corintios	218	218	6:2	6:2	1corintios-6-2-P03	1corintios-6-2-P03	1	none	"{""none"": 1}"	{}	none	κρίνεται	κρίνεται
MG0157	157	1corintios	219	219	6:2	6:2	1corintios-6-2-P04	1corintios-6-2-P04	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἐστε	ἐστε
MG0158	158	1corintios	220	220	6:3	6:3	1corintios-6-3-P01	1corintios-6-3-P01	1	none	"{""none"": 1}"	{}	none	οἴδατε	οἴδατε
MG0159	159	1corintios	221	221	6:3	6:3	1corintios-6-3-P02	1corintios-6-3-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	κρινοῦμεν	κρινοῦμεν
MG0160	160	1corintios	222	222	6:4	6:4	1corintios-6-4-P01	1corintios-6-4-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔχητε	ἔχητε
MG0161	161	1corintios	223	223	6:4	6:4	1corintios-6-4-P02	1corintios-6-4-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	καθίζετε	καθίζετε
MG0162	162	1corintios	224	224	6:5	6:5	1corintios-6-5-P01	1corintios-6-5-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	λέγω	λέγω
MG0163	163	1corintios	225	225	6:5	6:5	1corintios-6-5-P02	1corintios-6-5-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔνι	ἔνι
MG0164	164	1corintios	226	228	6:5	6:7	1corintios-6-5-P03	1corintios-6-7-P01	3	none	"{""none"": 3}"	{}	none	δυνήσεται	ἐστιν
MG0165	165	1corintios	229	229	6:7	6:7	1corintios-6-7-P02	1corintios-6-7-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἔχετε	ἔχετε
MG0166	166	1corintios	230	230	6:7	6:7	1corintios-6-7-P03	1corintios-6-7-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἀδικεῖσθε	ἀδικεῖσθε
MG0167	167	1corintios	231	234	6:7	6:9	1corintios-6-7-P04	1corintios-6-9-P01	4	none	"{""none"": 4}"	{}	none	ἀποστερεῖσθε	οἴδατε
MG0168	168	1corintios	235	236	6:9	6:9	1corintios-6-9-P02	1corintios-6-9-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	κληρονομήσουσιν	πλανᾶσθε
MG0169	169	1corintios	237	244	6:10	6:12	1corintios-6-10-P01	1corintios-6-12-P03	8	none	"{""none"": 8}"	{}	none	κληρονομήσουσιν	ἔξεστιν
MG0170	170	1corintios	245	245	6:12	6:12	1corintios-6-12-P04	1corintios-6-12-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐξουσιασθήσομαι	ἐξουσιασθήσομαι
MG0171	171	1corintios	246	246	6:13	6:13	1corintios-6-13-P01	1corintios-6-13-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	καταργήσει	καταργήσει
MG0172	172	1corintios	247	248	6:14	6:14	1corintios-6-14-P01	1corintios-6-14-P02	2	none	"{""none"": 2}"	{}	none	ἤγειρεν	ἐξεγερεῖ
MG0173	173	1corintios	249	249	6:15	6:15	1corintios-6-15-P01	1corintios-6-15-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	οἴδατε	οἴδατε
MG0174	174	1corintios	250	251	6:15	6:15	1corintios-6-15-P02	1corintios-6-15-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐστιν	ποιήσω
MG0175	175	1corintios	252	252	6:15	6:15	1corintios-6-15-P04	1corintios-6-15-P04	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	γένοιτο	γένοιτο
MG0176	176	1corintios	253	253	6:16	6:16	1corintios-6-16-P01	1corintios-6-16-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	οἴδατε	οἴδατε
MG0177	177	1corintios	254	255	6:16	6:16	1corintios-6-16-P02	1corintios-6-16-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐστιν	ἔσονται
MG0178	178	1corintios	256	256	6:16	6:16	1corintios-6-16-P04	1corintios-6-16-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	φησίν	φησίν
MG0179	179	1corintios	257	257	6:17	6:17	1corintios-6-17-P01	1corintios-6-17-P01	1	none	"{""none"": 1}"	{}	none	ἐστιν	ἐστιν
MG0180	180	1corintios	258	258	6:18	6:18	1corintios-6-18-P01	1corintios-6-18-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	φεύγετε	φεύγετε
MG0181	181	1corintios	259	260	6:18	6:18	1corintios-6-18-P02	1corintios-6-18-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ποιήσῃ	ἐστιν
MG0182	182	1corintios	261	262	6:18	6:19	1corintios-6-18-P04	1corintios-6-19-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	ἁμαρτάνει	οἴδατε
MG0183	183	1corintios	263	264	6:19	6:19	1corintios-6-19-P02	1corintios-6-19-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐστιν	ἔχετε
MG0184	184	1corintios	265	267	6:19	6:20	1corintios-6-19-P04	1corintios-6-20-P02	3	none	"{""none"": 3}"	{}	none	ἐστὲ	δοξάσατε
MG0185	185	1corintios	268	274	7:1	7:5	1corintios-7-1-P01	1corintios-7-5-P01	7	none	"{""none"": 7}"	{}	none	ἐγράψατε	ἀποστερεῖτε
MG0186	186	1corintios	275	276	7:5	7:5	1corintios-7-5-P02	1corintios-7-5-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	σχολάσητε	ἦτε
MG0187	187	1corintios	277	277	7:5	7:5	1corintios-7-5-P04	1corintios-7-5-P04	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	πειράζῃ	πειράζῃ
MG0188	188	1corintios	278	278	7:6	7:6	1corintios-7-6-P01	1corintios-7-6-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	λέγω	λέγω
MG0189	189	1corintios	279	279	7:7	7:7	1corintios-7-7-P01	1corintios-7-7-P01	1	none	"{""none"": 1}"	{}	none	θέλω	θέλω
MG0190	190	1corintios	280	280	7:7	7:7	1corintios-7-7-P02	1corintios-7-7-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἔχει	ἔχει
MG0191	191	1corintios	281	281	7:8	7:8	1corintios-7-8-P01	1corintios-7-8-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	λέγω	λέγω
MG0192	192	1corintios	282	282	7:8	7:8	1corintios-7-8-P02	1corintios-7-8-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	μείνωσιν	μείνωσιν
MG0193	193	1corintios	283	283	7:9	7:9	1corintios-7-9-P01	1corintios-7-9-P01	1	none	"{""none"": 1}"	{}	none	ἐγκρατεύονται	ἐγκρατεύονται
MG0194	194	1corintios	284	284	7:9	7:9	1corintios-7-9-P02	1corintios-7-9-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	γαμησάτωσαν	γαμησάτωσαν
MG0195	195	1corintios	285	285	7:9	7:9	1corintios-7-9-P03	1corintios-7-9-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	ἐστιν	ἐστιν
MG0196	196	1corintios	286	286	7:10	7:10	1corintios-7-10-P01	1corintios-7-10-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	παραγγέλλω	παραγγέλλω
MG0197	197	1corintios	287	287	7:11	7:11	1corintios-7-11-P01	1corintios-7-11-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	χωρισθῇ	χωρισθῇ
MG0198	198	1corintios	288	288	7:11	7:11	1corintios-7-11-P02	1corintios-7-11-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	μενέτω	μενέτω
MG0199	199	1corintios	289	289	7:11	7:11	1corintios-7-11-P03	1corintios-7-11-P03	1	none	"{""none"": 1}"	{}	none	καταλλαγήτω—	καταλλαγήτω—
MG0200	200	1corintios	290	290	7:12	7:12	1corintios-7-12-P01	1corintios-7-12-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	λέγω	λέγω
MG0201	201	1corintios	291	292	7:12	7:12	1corintios-7-12-P02	1corintios-7-12-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχει	συνευδοκεῖ
MG0202	202	1corintios	293	293	7:12	7:12	1corintios-7-12-P04	1corintios-7-12-P04	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἀφιέτω	ἀφιέτω
MG0203	203	1corintios	294	295	7:13	7:13	1corintios-7-13-P01	1corintios-7-13-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχει	συνευδοκεῖ
MG0204	204	1corintios	296	298	7:13	7:14	1corintios-7-13-P03	1corintios-7-14-P02	3	none	"{""none"": 3}"	{}	none	ἀφιέτω	ἡγίασται
MG0205	205	1corintios	299	302	7:14	7:15	1corintios-7-14-P03	1corintios-7-15-P02	4	candidate	"{""candidate"": 4}"	"{""independence_transition"": 4, ""subordination_transition"": 4}"	independence_transition+subordination_transition	ἐστιν	χωριζέσθω
MG0206	206	1corintios	303	304	7:15	7:15	1corintios-7-15-P03	1corintios-7-15-P04	2	none	"{""none"": 2}"	{}	none	δεδούλωται	κέκληκεν
MG0207	207	1corintios	305	305	7:16	7:16	1corintios-7-16-P01	1corintios-7-16-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	οἶδας	οἶδας
MG0208	208	1corintios	306	308	7:16	7:16	1corintios-7-16-P02	1corintios-7-16-P04	3	candidate	"{""candidate"": 3}"	"{""independence_transition"": 3, ""subordination_transition"": 3}"	independence_transition+subordination_transition	σώσεις	σώσεις
MG0209	209	1corintios	309	309	7:17	7:17	1corintios-7-17-P01	1corintios-7-17-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἐμέρισεν	ἐμέρισεν
MG0210	210	1corintios	310	310	7:17	7:17	1corintios-7-17-P02	1corintios-7-17-P02	1	none	"{""none"": 1}"	{}	none	κέκληκεν	κέκληκεν
MG0211	211	1corintios	311	311	7:17	7:17	1corintios-7-17-P03	1corintios-7-17-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	περιπατείτω	περιπατείτω
MG0212	212	1corintios	312	313	7:17	7:18	1corintios-7-17-P04	1corintios-7-18-P01	2	none	"{""none"": 2}"	{}	none	διατάσσομαι	ἐκλήθη;
MG0213	213	1corintios	314	314	7:18	7:18	1corintios-7-18-P02	1corintios-7-18-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἐπισπάσθω	ἐπισπάσθω
MG0214	214	1corintios	315	320	7:18	7:20	1corintios-7-18-P03	1corintios-7-20-P02	6	none	"{""none"": 6}"	{}	none	κέκληταί	μενέτω
MG0215	215	1corintios	321	322	7:21	7:21	1corintios-7-21-P01	1corintios-7-21-P02	2	candidate	"{""candidate"": 2}"	"{""person_change"": 2}"	person_change	ἐκλήθης;	μελέτω
MG0216	216	1corintios	323	323	7:21	7:21	1corintios-7-21-P03	1corintios-7-21-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	δύνασαι	δύνασαι
MG0217	217	1corintios	324	324	7:21	7:21	1corintios-7-21-P04	1corintios-7-21-P04	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	χρῆσαι	χρῆσαι
MG0218	218	1corintios	325	326	7:22	7:22	1corintios-7-22-P01	1corintios-7-22-P02	2	none	"{""none"": 2}"	{}	none	ἐστίν	ἐστιν
MG0219	219	1corintios	327	327	7:23	7:23	1corintios-7-23-P01	1corintios-7-23-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	ἠγοράσθητε	ἠγοράσθητε
MG0220	220	1corintios	328	329	7:23	7:24	1corintios-7-23-P02	1corintios-7-24-P01	2	none	"{""none"": 2}"	{}	none	γίνεσθε	ἐκλήθη
MG0221	221	1corintios	330	330	7:24	7:24	1corintios-7-24-P02	1corintios-7-24-P02	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	μενέτω	μενέτω
MG0222	222	1corintios	331	331	7:25	7:25	1corintios-7-25-P01	1corintios-7-25-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔχω	ἔχω
MG0223	223	1corintios	332	333	7:25	7:26	1corintios-7-25-P02	1corintios-7-26-P01	2	none	"{""none"": 2}"	{}	none	δίδωμι	νομίζω
MG0224	224	1corintios	334	334	7:27	7:27	1corintios-7-27-P01	1corintios-7-27-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	δέδεσαι	δέδεσαι
MG0225	225	1corintios	335	337	7:27	7:27	1corintios-7-27-P02	1corintios-7-27-P04	3	none	"{""none"": 3}"	{}	none	ζήτει	ζήτει
MG0226	226	1corintios	338	339	7:28	7:28	1corintios-7-28-P01	1corintios-7-28-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	γαμήσῃς	ἥμαρτες
MG0227	227	1corintios	340	340	7:28	7:28	1corintios-7-28-P03	1corintios-7-28-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	γήμῃ	γήμῃ
MG0228	228	1corintios	341	341	7:28	7:28	1corintios-7-28-P04	1corintios-7-28-P04	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἥμαρτεν	ἥμαρτεν
MG0229	229	1corintios	342	343	7:28	7:28	1corintios-7-28-P05	1corintios-7-28-P06	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	ἕξουσιν	φείδομαι
MG0230	230	1corintios	344	345	7:29	7:29	1corintios-7-29-P01	1corintios-7-29-P02	2	none	"{""none"": 2}"	{}	none	φημι	ἐστίν
MG0231	231	1corintios	346	346	7:29	7:29	1corintios-7-29-P03	1corintios-7-29-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ὦσιν	ὦσιν
MG0232	232	1corintios	347	347	7:31	7:31	1corintios-7-31-P01	1corintios-7-31-P01	1	none	"{""none"": 1}"	{}	none	παράγει	παράγει
MG0233	233	1corintios	348	348	7:32	7:32	1corintios-7-32-P01	1corintios-7-32-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	θέλω	θέλω
MG0234	234	1corintios	349	349	7:32	7:32	1corintios-7-32-P02	1corintios-7-32-P02	1	none	"{""none"": 1}"	{}	none	μεριμνᾷ	μεριμνᾷ
MG0235	235	1corintios	350	350	7:32	7:32	1corintios-7-32-P03	1corintios-7-32-P03	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἀρέσῃ	ἀρέσῃ
MG0236	236	1corintios	351	354	7:33	7:34	1corintios-7-33-P01	1corintios-7-34-P02	4	none	"{""none"": 4}"	{}	none	μεριμνᾷ	μεριμνᾷ
MG0237	237	1corintios	355	356	7:34	7:34	1corintios-7-34-P03	1corintios-7-34-P04	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ᾖ	μεριμνᾷ
MG0238	238	1corintios	357	357	7:34	7:34	1corintios-7-34-P05	1corintios-7-34-P05	1	none	"{""none"": 1}"	{}	none	ἀρέσῃ	ἀρέσῃ
MG0239	239	1corintios	358	358	7:35	7:35	1corintios-7-35-P01	1corintios-7-35-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	λέγω	λέγω
MG0240	240	1corintios	359	359	7:35	7:35	1corintios-7-35-P02	1corintios-7-35-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐπιβάλω	ἐπιβάλω
MG0241	241	1corintios	360	360	7:36	7:36	1corintios-7-36-P01	1corintios-7-36-P01	1	none	"{""none"": 1}"	{}	none	νομίζει	νομίζει
