paso9_support_id	book	chapter	verse	reference	stream_index	predication_id	connector_support	continuity_support	candidate_labels	confidence	evidence_sources	final_label_assigned
P900143	1corintios	4	3	4:3	143	1corintios-4-3-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900144	1corintios	4	3	4:3	144	1corintios-4-3-P03	"[""PROPÓSITO""]"	"[""EXPONE""]"	"[""PROPÓSITO"", ""EXPONE""]"	moderate	"[""connector:ινα:purpose"", ""continuity:same"", ""audit:not_shift""]"	False
P900145	1corintios	4	4	4:4	145	1corintios-4-4-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900146	1corintios	4	4	4:4	146	1corintios-4-4-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900147	1corintios	4	4	4:4	147	1corintios-4-4-P03	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900148	1corintios	4	5	4:5	148	1corintios-4-5-P01	"[""RESULTADO""]"	"[""ACLARA""]"	"[""RESULTADO"", ""ACLARA""]"	moderate	"[""connector:ωστε:inferential"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900149	1corintios	4	5	4:5	149	1corintios-4-5-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900150	1corintios	4	5	4:5	150	1corintios-4-5-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900151	1corintios	4	5	4:5	151	1corintios-4-5-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900152	1corintios	4	5	4:5	152	1corintios-4-5-P05	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900153	1corintios	4	6	4:6	153	1corintios-4-6-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900154	1corintios	4	6	4:6	154	1corintios-4-6-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900155	1corintios	4	6	4:6	155	1corintios-4-6-P03	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900156	1corintios	4	6	4:6	156	1corintios-4-6-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900157	1corintios	4	7	4:7	157	1corintios-4-7-P01	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900158	1corintios	4	7	4:7	158	1corintios-4-7-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900159	1corintios	4	7	4:7	159	1corintios-4-7-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900160	1corintios	4	7	4:7	160	1corintios-4-7-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900161	1corintios	4	7	4:7	161	1corintios-4-7-P05	"[""CONDICIÓN""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""EXPONE""]"	moderate	"[""connector:ει:conditional"", ""continuity:same"", ""audit:not_shift""]"	False
P900162	1corintios	4	8	4:8	162	1corintios-4-8-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:weak_shift""]"	False
P900163	1corintios	4	8	4:8	163	1corintios-4-8-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900164	1corintios	4	8	4:8	164	1corintios-4-8-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900165	1corintios	4	8	4:8	165	1corintios-4-8-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900166	1corintios	4	8	4:8	166	1corintios-4-8-P05	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900167	1corintios	4	9	4:9	167	1corintios-4-9-P01	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:weak_shift""]"	False
P900168	1corintios	4	9	4:9	168	1corintios-4-9-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900169	1corintios	4	9	4:9	169	1corintios-4-9-P03	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900170	1corintios	4	11	4:11	170	1corintios-4-11-P01	"[""ACLARA"", ""RAZÓN"", ""ACLARA""]"	"[""EXPONE""]"	"[""ACLARA"", ""RAZÓN"", ""EXPONE""]"	moderate	"[""connector:ως:comparative"", ""connector:οτι:explanatory"", ""continuity:same"", ""audit:not_shift""]"	False
P900171	1corintios	4	11	4:11	171	1corintios-4-11-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900172	1corintios	4	11	4:11	172	1corintios-4-11-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900173	1corintios	4	11	4:11	173	1corintios-4-11-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900174	1corintios	4	11	4:11	174	1corintios-4-11-P05	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900175	1corintios	4	12	4:12	175	1corintios-4-12-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900176	1corintios	4	12	4:12	176	1corintios-4-12-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900177	1corintios	4	12	4:12	177	1corintios-4-12-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900178	1corintios	4	13	4:13	178	1corintios-4-13-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900179	1corintios	4	13	4:13	179	1corintios-4-13-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900180	1corintios	4	14	4:14	180	1corintios-4-14-P01	"[""ACLARA""]"	"[""ACLARA""]"	"[""ACLARA""]"	moderate	"[""connector:ως:comparative"", ""continuity:shift"", ""audit:weak_shift""]"	False
P900181	1corintios	4	15	4:15	181	1corintios-4-15-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900182	1corintios	4	15	4:15	182	1corintios-4-15-P02	"[""CONDICIÓN""]"	"[""ACLARA""]"	"[""CONDICIÓN"", ""ACLARA""]"	moderate	"[""connector:εαν:conditional"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900183	1corintios	4	16	4:16	183	1corintios-4-16-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900184	1corintios	4	16	4:16	184	1corintios-4-16-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900185	1corintios	4	17	4:17	185	1corintios-4-17-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900186	1corintios	4	17	4:17	186	1corintios-4-17-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900187	1corintios	4	17	4:17	187	1corintios-4-17-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900188	1corintios	4	17	4:17	188	1corintios-4-17-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900189	1corintios	4	18	4:18	189	1corintios-4-18-P01	"[""ACLARA""]"	"[""ACLARA""]"	"[""ACLARA""]"	moderate	"[""connector:καθως:comparative"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900190	1corintios	4	19	4:19	190	1corintios-4-19-P01	"[""ACLARA""]"	"[""ACLARA""]"	"[""ACLARA""]"	moderate	"[""connector:ως:comparative"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900191	1corintios	4	19	4:19	191	1corintios-4-19-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900192	1corintios	4	19	4:19	192	1corintios-4-19-P03	"[""CONDICIÓN""]"	"[""ACLARA""]"	"[""CONDICIÓN"", ""ACLARA""]"	moderate	"[""connector:εαν:conditional"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900193	1corintios	4	21	4:21	193	1corintios-4-21-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900194	1corintios	4	21	4:21	194	1corintios-4-21-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900195	1corintios	5	1	5:1	195	1corintios-5-1-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900196	1corintios	5	2	5:2	196	1corintios-5-2-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900197	1corintios	5	2	5:2	197	1corintios-5-2-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900198	1corintios	5	2	5:2	198	1corintios-5-2-P03	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900199	1corintios	5	3	5:3	199	1corintios-5-3-P01	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900200	1corintios	5	5	5:5	200	1corintios-5-5-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900201	1corintios	5	6	5:6	201	1corintios-5-6-P01	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900202	1corintios	5	6	5:6	202	1corintios-5-6-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900203	1corintios	5	7	5:7	203	1corintios-5-7-P01	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900204	1corintios	5	7	5:7	204	1corintios-5-7-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900205	1corintios	5	7	5:7	205	1corintios-5-7-P03	"[""PROPÓSITO""]"	"[""EXPONE""]"	"[""PROPÓSITO"", ""EXPONE""]"	moderate	"[""connector:ινα:purpose"", ""continuity:same"", ""audit:not_shift""]"	False
P900206	1corintios	5	7	5:7	206	1corintios-5-7-P04	"[""ACLARA""]"	"[""ACLARA""]"	"[""ACLARA""]"	moderate	"[""connector:καθως:comparative"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900207	1corintios	5	8	5:8	207	1corintios-5-8-P01	"[""RESULTADO""]"	"[""ACLARA""]"	"[""RESULTADO"", ""ACLARA""]"	moderate	"[""connector:ωστε:inferential"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900208	1corintios	5	9	5:9	208	1corintios-5-9-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:weak_shift""]"	False
P900209	1corintios	5	10	5:10	209	1corintios-5-10-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900210	1corintios	5	11	5:11	210	1corintios-5-11-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900211	1corintios	5	11	5:11	211	1corintios-5-11-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900212	1corintios	5	12	5:12	212	1corintios-5-12-P01	"[""CONDICIÓN""]"	"[""ACLARA""]"	"[""CONDICIÓN"", ""ACLARA""]"	moderate	"[""connector:εαν:conditional"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900213	1corintios	5	13	5:13	213	1corintios-5-13-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900214	1corintios	5	13	5:13	214	1corintios-5-13-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900215	1corintios	6	1	6:1	215	1corintios-6-1-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900216	1corintios	6	2	6:2	216	1corintios-6-2-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900217	1corintios	6	2	6:2	217	1corintios-6-2-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900218	1corintios	6	2	6:2	218	1corintios-6-2-P03	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:weak_shift""]"	False
P900219	1corintios	6	2	6:2	219	1corintios-6-2-P04	"[""CONDICIÓN""]"	"[""ACLARA""]"	"[""CONDICIÓN"", ""ACLARA""]"	moderate	"[""connector:ει:conditional"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900220	1corintios	6	3	6:3	220	1corintios-6-3-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900221	1corintios	6	3	6:3	221	1corintios-6-3-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900222	1corintios	6	4	6:4	222	1corintios-6-4-P01	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900223	1corintios	6	4	6:4	223	1corintios-6-4-P02	"[""CONDICIÓN""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""EXPONE""]"	moderate	"[""connector:εαν:conditional"", ""continuity:same"", ""audit:not_shift""]"	False
P900224	1corintios	6	5	6:5	224	1corintios-6-5-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900225	1corintios	6	5	6:5	225	1corintios-6-5-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900226	1corintios	6	5	6:5	226	1corintios-6-5-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900227	1corintios	6	6	6:6	227	1corintios-6-6-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900228	1corintios	6	7	6:7	228	1corintios-6-7-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900229	1corintios	6	7	6:7	229	1corintios-6-7-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900230	1corintios	6	7	6:7	230	1corintios-6-7-P03	"[""RAZÓN"", ""ACLARA""]"	"[""EXPONE""]"	"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:same"", ""audit:not_shift""]"	False
P900231	1corintios	6	7	6:7	231	1corintios-6-7-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900232	1corintios	6	8	6:8	232	1corintios-6-8-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900233	1corintios	6	8	6:8	233	1corintios-6-8-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900234	1corintios	6	9	6:9	234	1corintios-6-9-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900235	1corintios	6	9	6:9	235	1corintios-6-9-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900236	1corintios	6	9	6:9	236	1corintios-6-9-P03	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900237	1corintios	6	10	6:10	237	1corintios-6-10-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900238	1corintios	6	11	6:11	238	1corintios-6-11-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900239	1corintios	6	11	6:11	239	1corintios-6-11-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900240	1corintios	6	11	6:11	240	1corintios-6-11-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900241	1corintios	6	11	6:11	241	1corintios-6-11-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900242	1corintios	6	12	6:12	242	1corintios-6-12-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900243	1corintios	6	12	6:12	243	1corintios-6-12-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900244	1corintios	6	12	6:12	244	1corintios-6-12-P03	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900245	1corintios	6	12	6:12	245	1corintios-6-12-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900246	1corintios	6	13	6:13	246	1corintios-6-13-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900247	1corintios	6	14	6:14	247	1corintios-6-14-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900248	1corintios	6	14	6:14	248	1corintios-6-14-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900249	1corintios	6	15	6:15	249	1corintios-6-15-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900250	1corintios	6	15	6:15	250	1corintios-6-15-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900251	1corintios	6	15	6:15	251	1corintios-6-15-P03	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900252	1corintios	6	15	6:15	252	1corintios-6-15-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900253	1corintios	6	16	6:16	253	1corintios-6-16-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900254	1corintios	6	16	6:16	254	1corintios-6-16-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900255	1corintios	6	16	6:16	255	1corintios-6-16-P03	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:weak_shift""]"	False
P900256	1corintios	6	16	6:16	256	1corintios-6-16-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:weak_shift""]"	False
P900257	1corintios	6	17	6:17	257	1corintios-6-17-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900258	1corintios	6	18	6:18	258	1corintios-6-18-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900259	1corintios	6	18	6:18	259	1corintios-6-18-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900260	1corintios	6	18	6:18	260	1corintios-6-18-P03	"[""CONDICIÓN""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""EXPONE""]"	moderate	"[""connector:εαν:conditional"", ""continuity:same"", ""audit:not_shift""]"	False
P900261	1corintios	6	18	6:18	261	1corintios-6-18-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900262	1corintios	6	19	6:19	262	1corintios-6-19-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900263	1corintios	6	19	6:19	263	1corintios-6-19-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900264	1corintios	6	19	6:19	264	1corintios-6-19-P03	"[""RAZÓN"", ""ACLARA""]"	"[""ACLARA""]"	"[""RAZÓN"", ""ACLARA""]"	moderate	"[""connector:οτι:explanatory"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900265	1corintios	6	19	6:19	265	1corintios-6-19-P04	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900266	1corintios	6	20	6:20	266	1corintios-6-20-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900267	1corintios	6	20	6:20	267	1corintios-6-20-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900268	1corintios	7	1	7:1	268	1corintios-7-1-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900269	1corintios	7	2	7:2	269	1corintios-7-2-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900270	1corintios	7	2	7:2	270	1corintios-7-2-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900271	1corintios	7	3	7:3	271	1corintios-7-3-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900272	1corintios	7	4	7:4	272	1corintios-7-4-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900273	1corintios	7	4	7:4	273	1corintios-7-4-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900274	1corintios	7	5	7:5	274	1corintios-7-5-P01	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900275	1corintios	7	5	7:5	275	1corintios-7-5-P02	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900276	1corintios	7	5	7:5	276	1corintios-7-5-P03	"[""CONDICIÓN"", ""PROPÓSITO""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""PROPÓSITO"", ""EXPONE""]"	moderate	"[""connector:ει:conditional"", ""connector:ινα:purpose"", ""continuity:same"", ""audit:not_shift""]"	False
P900277	1corintios	7	5	7:5	277	1corintios-7-5-P04	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900278	1corintios	7	6	7:6	278	1corintios-7-6-P01	"[""PROPÓSITO""]"	"[""ACLARA""]"	"[""PROPÓSITO"", ""ACLARA""]"	moderate	"[""connector:ινα:purpose"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900279	1corintios	7	7	7:7	279	1corintios-7-7-P01	[]	"[""EXPONE""]"	"[""EXPONE""]"	low	"[""continuity:same"", ""audit:not_shift""]"	False
P900280	1corintios	7	7	7:7	280	1corintios-7-7-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900281	1corintios	7	8	7:8	281	1corintios-7-8-P01	"[""ACLARA""]"	"[""ACLARA""]"	"[""ACLARA""]"	moderate	"[""connector:ως:comparative"", ""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900282	1corintios	7	8	7:8	282	1corintios-7-8-P02	[]	"[""ACLARA""]"	"[""ACLARA""]"	low	"[""continuity:shift"", ""audit:demonstrable_shift""]"	False
P900283	1corintios	7	9	7:9	283	1corintios-7-9-P01	"[""CONDICIÓN""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""EXPONE""]"	moderate	"[""connector:εαν:conditional"", ""continuity:same"", ""audit:not_shift""]"	False
P900284	1corintios	7	9	7:9	284	1corintios-7-9-P02	"[""CONDICIÓN""]"	"[""EXPONE""]"	"[""CONDICIÓN"", ""EXPONE""]"	moderate	"[""connector:ει:conditional"", ""continuity:same"", ""audit:not_shift""]"	False
