stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
774	1corintios	14	15	1corintios-14-15-P05	ψαλῶ	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
775	1corintios	14	16	1corintios-14-16-P01	εὐλογῇς	V-PAS-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
776	1corintios	14	16	1corintios-14-16-P02	ἐρεῖ	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
777	1corintios	14	16	1corintios-14-16-P03	λέγεις	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
778	1corintios	14	16	1corintios-14-16-P04	οἶδεν	V-XAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
779	1corintios	14	17	1corintios-14-17-P01	εὐχαριστεῖς	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
780	1corintios	14	17	1corintios-14-17-P02	οἰκοδομεῖται	V-PPI-3S	2	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-17-P01	candidate	not_detected
781	1corintios	14	18	1corintios-14-18-P01	εὐχαριστῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
782	1corintios	14	18	1corintios-14-18-P02	λαλῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
783	1corintios	14	19	1corintios-14-19-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
784	1corintios	14	19	1corintios-14-19-P02	κατηχήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
785	1corintios	14	20	1corintios-14-20-P01	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
786	1corintios	14	20	1corintios-14-20-P02	νηπιάζετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
787	1corintios	14	20	1corintios-14-20-P03	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
788	1corintios	14	21	1corintios-14-21-P01	γέγραπται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
789	1corintios	14	21	1corintios-14-21-P02	λαλήσω	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
790	1corintios	14	21	1corintios-14-21-P03	εἰσακούσονταί	V-FMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
791	1corintios	14	21	1corintios-14-21-P04	λέγει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
792	1corintios	14	22	1corintios-14-22-P01	εἰσιν	V-PAI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-21-P02	unresolved	candidate
793	1corintios	14	23	1corintios-14-23-P01	συνέλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
794	1corintios	14	23	1corintios-14-23-P02	λαλῶσιν	V-PAS-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-21-P04	candidate	not_detected
795	1corintios	14	23	1corintios-14-23-P03	εἰσέλθωσιν	V-AAS-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
796	1corintios	14	23	1corintios-14-23-P04	ἐροῦσιν	V-FAI-3P	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-23-P03	candidate	not_detected
797	1corintios	14	23	1corintios-14-23-P05	μαίνεσθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
798	1corintios	14	24	1corintios-14-24-P01	προφητεύωσιν	V-PAS-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-23-P05	unresolved	candidate
799	1corintios	14	24	1corintios-14-24-P02	εἰσέλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
800	1corintios	14	24	1corintios-14-24-P03	ἐλέγχεται	V-PPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-24-P02	candidate	not_detected
801	1corintios	14	24	1corintios-14-24-P04	ἀνακρίνεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
802	1corintios	14	25	1corintios-14-25-P01	γίνεται	V-PMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-24-P04	candidate	not_detected
803	1corintios	14	25	1corintios-14-25-P02	προσκυνήσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
804	1corintios	14	25	1corintios-14-25-P03	ἐστιν	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
805	1corintios	14	26	1corintios-14-26-P01	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
806	1corintios	14	26	1corintios-14-26-P02	συνέρχησθε	V-PMS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
807	1corintios	14	26	1corintios-14-26-P03	ἔχει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-26-P01	candidate	not_detected
808	1corintios	14	26	1corintios-14-26-P04	ἔχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
809	1corintios	14	26	1corintios-14-26-P05	ἔχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
810	1corintios	14	26	1corintios-14-26-P06	ἔχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
811	1corintios	14	26	1corintios-14-26-P07	ἔχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
812	1corintios	14	26	1corintios-14-26-P08	γινέσθω	V-PMD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-26-P07	candidate	not_detected
813	1corintios	14	27	1corintios-14-27-P01	λαλεῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-26-P08	candidate	not_detected
814	1corintios	14	27	1corintios-14-27-P02	διερμηνευέτω	V-PAD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-27-P01	candidate	not_detected
815	1corintios	14	28	1corintios-14-28-P01	ᾖ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
816	1corintios	14	28	1corintios-14-28-P02	σιγάτω	V-PAD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-27-P02	candidate	not_detected
817	1corintios	14	28	1corintios-14-28-P03	λαλείτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
818	1corintios	14	29	1corintios-14-29-P01	λαλείτωσαν	V-PAD-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-28-P03	candidate	not_detected
819	1corintios	14	29	1corintios-14-29-P02	διακρινέτωσαν	V-PAD-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-29-P01	candidate	not_detected
820	1corintios	14	30	1corintios-14-30-P01	ἀποκαλυφθῇ	V-APS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
821	1corintios	14	30	1corintios-14-30-P02	σιγάτω	V-PAD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-29-P02	candidate	not_detected
822	1corintios	14	31	1corintios-14-31-P01	δύνασθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
823	1corintios	14	31	1corintios-14-31-P02	μανθάνωσιν	V-PAS-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-30-P01	unresolved	candidate
824	1corintios	14	31	1corintios-14-31-P03	παρακαλῶνται	V-PPS-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-31-P01	candidate	not_detected
825	1corintios	14	32	1corintios-14-32-P01	ὑποτάσσεται	V-PPI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-31-P03	candidate	not_detected
826	1corintios	14	33	1corintios-14-33-P01	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
827	1corintios	14	34	1corintios-14-34-P01	σιγάτωσαν	V-PAD-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-33-P01	candidate	not_detected
828	1corintios	14	34	1corintios-14-34-P02	ἐπιτρέπεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
829	1corintios	14	34	1corintios-14-34-P03	ὑποτασσέσθωσαν	V-PPD-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
830	1corintios	14	34	1corintios-14-34-P04	λέγει	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
831	1corintios	14	35	1corintios-14-35-P01	θέλουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
832	1corintios	14	35	1corintios-14-35-P02	ἐπερωτάτωσαν	V-PAD-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
833	1corintios	14	35	1corintios-14-35-P03	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
834	1corintios	14	36	1corintios-14-36-P01	ἐξῆλθεν	V-AAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-35-P03	candidate	not_detected
835	1corintios	14	36	1corintios-14-36-P02	κατήντησεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
836	1corintios	14	37	1corintios-14-37-P01	δοκεῖ	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
837	1corintios	14	37	1corintios-14-37-P02	ἐπιγινωσκέτω	V-PAD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-36-P02	candidate	not_detected
838	1corintios	14	37	1corintios-14-37-P03	γράφω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
839	1corintios	14	37	1corintios-14-37-P04	ἐστίν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
840	1corintios	14	38	1corintios-14-38-P01	ἀγνοεῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-37-P04	unresolved	candidate
841	1corintios	14	38	1corintios-14-38-P02	ἀγνοεῖται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
842	1corintios	14	39	1corintios-14-39-P01	ζηλοῦτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
843	1corintios	14	39	1corintios-14-39-P02	κωλύετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
844	1corintios	14	40	1corintios-14-40-P01	γινέσθω	V-PMD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
845	1corintios	15	1	1corintios-15-1-P01	γνωρίζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
846	1corintios	15	1	1corintios-15-1-P02	εὐηγγελισάμην	V-AMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
847	1corintios	15	1	1corintios-15-1-P03	παρελάβετε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
848	1corintios	15	1	1corintios-15-1-P04	ἑστήκατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
849	1corintios	15	2	1corintios-15-2-P01	σῴζεσθε	V-PPI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
850	1corintios	15	2	1corintios-15-2-P02	εὐηγγελισάμην	V-AMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
851	1corintios	15	2	1corintios-15-2-P03	κατέχετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
852	1corintios	15	2	1corintios-15-2-P04	ἐπιστεύσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
853	1corintios	15	3	1corintios-15-3-P01	παρέδωκα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
854	1corintios	15	3	1corintios-15-3-P02	παρέλαβον	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
855	1corintios	15	3	1corintios-15-3-P03	ἀπέθανεν	V-AAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-2-P04	unresolved	candidate
856	1corintios	15	4	1corintios-15-4-P01	ἐτάφη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
857	1corintios	15	4	1corintios-15-4-P02	ἐγήγερται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
858	1corintios	15	5	1corintios-15-5-P01	ὤφθη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
859	1corintios	15	6	1corintios-15-6-P01	ὤφθη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
860	1corintios	15	6	1corintios-15-6-P02	μένουσιν	V-PAI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-6-P01	candidate	not_detected
861	1corintios	15	6	1corintios-15-6-P03	ἐκοιμήθησαν	V-API-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
862	1corintios	15	7	1corintios-15-7-P01	ὤφθη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
863	1corintios	15	8	1corintios-15-8-P01	ὤφθη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
864	1corintios	15	9	1corintios-15-9-P01	εἰμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
865	1corintios	15	9	1corintios-15-9-P02	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
866	1corintios	15	9	1corintios-15-9-P03	ἐδίωξα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
867	1corintios	15	10	1corintios-15-10-P01	εἰμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
868	1corintios	15	10	1corintios-15-10-P02	εἰμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
869	1corintios	15	10	1corintios-15-10-P03	ἐγενήθη	V-API-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-10-P02	candidate	not_detected
870	1corintios	15	10	1corintios-15-10-P04	ἐκοπίασα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
871	1corintios	15	11	1corintios-15-11-P01	κηρύσσομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
872	1corintios	15	11	1corintios-15-11-P02	ἐπιστεύσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
873	1corintios	15	12	1corintios-15-12-P01	κηρύσσεται	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
874	1corintios	15	12	1corintios-15-12-P02	ἐγήγερται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
875	1corintios	15	12	1corintios-15-12-P03	λέγουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
876	1corintios	15	12	1corintios-15-12-P04	ἔστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-12-P02	unresolved	candidate
877	1corintios	15	13	1corintios-15-13-P01	ἔστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-12-P04	unresolved	candidate
878	1corintios	15	13	1corintios-15-13-P02	ἐγήγερται	V-XPI-3S	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-12-P03	candidate	not_detected
879	1corintios	15	14	1corintios-15-14-P01	ἐγήγερται	V-XPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-13-P01	unresolved	candidate
880	1corintios	15	15	1corintios-15-15-P01	εὑρισκόμεθα	V-PPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
881	1corintios	15	15	1corintios-15-15-P02	ἐμαρτυρήσαμεν	V-AAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
882	1corintios	15	15	1corintios-15-15-P03	ἤγειρεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
883	1corintios	15	15	1corintios-15-15-P04	ἤγειρεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
884	1corintios	15	15	1corintios-15-15-P05	ἐγείρονται	V-PPI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-15-P04	candidate	not_detected
885	1corintios	15	16	1corintios-15-16-P01	ἐγείρονται	V-PPI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-15-P03	unresolved	candidate
886	1corintios	15	16	1corintios-15-16-P02	ἐγήγερται	V-XPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-15-P05	candidate	not_detected
887	1corintios	15	17	1corintios-15-17-P01	ἐγήγερται	V-XPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-16-P01	unresolved	candidate
888	1corintios	15	17	1corintios-15-17-P02	ἐστὲ	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
889	1corintios	15	18	1corintios-15-18-P01	ἀπώλοντο	V-AMI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-17-P02	candidate	not_detected
890	1corintios	15	19	1corintios-15-19-P01	ἐσμὲν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
891	1corintios	15	19	1corintios-15-19-P02	ἐσμέν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
892	1corintios	15	20	1corintios-15-20-P01	ἐγήγερται	V-XPI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-19-P02	candidate	not_detected
893	1corintios	15	22	1corintios-15-22-P01	ἀποθνῄσκουσιν	V-PAI-3P	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-20-P01	candidate	not_detected
894	1corintios	15	22	1corintios-15-22-P02	ζῳοποιηθήσονται	V-FPI-3P	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-22-P01	candidate	not_detected
895	1corintios	15	24	1corintios-15-24-P01	παραδιδῷ	V-PAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
896	1corintios	15	24	1corintios-15-24-P02	καταργήσῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
897	1corintios	15	25	1corintios-15-25-P01	δεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
898	1corintios	15	25	1corintios-15-25-P02	θῇ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
899	1corintios	15	26	1corintios-15-26-P01	καταργεῖται	V-PPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-25-P02	candidate	not_detected
900	1corintios	15	27	1corintios-15-27-P01	ὑπέταξεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
901	1corintios	15	27	1corintios-15-27-P02	εἴπῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
902	1corintios	15	27	1corintios-15-27-P03	ὑποτέτακται	V-XPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-27-P02	unresolved	candidate
903	1corintios	15	28	1corintios-15-28-P01	ὑποταγῇ	V-APS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
904	1corintios	15	28	1corintios-15-28-P02	ὑποταγήσεται	V-FPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		candidate	not_detected
905	1corintios	15	28	1corintios-15-28-P03	ᾖ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
906	1corintios	15	29	1corintios-15-29-P01	ποιήσουσιν	V-FAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
907	1corintios	15	29	1corintios-15-29-P02	ἐγείρονται	V-PPI-3P	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-29-P01	unresolved	candidate
908	1corintios	15	29	1corintios-15-29-P03	βαπτίζονται	V-PPI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
909	1corintios	15	30	1corintios-15-30-P01	κινδυνεύομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
910	1corintios	15	31	1corintios-15-31-P01	ἀποθνῄσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
911	1corintios	15	31	1corintios-15-31-P02	ἔχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
912	1corintios	15	32	1corintios-15-32-P01	ἐθηριομάχησα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
913	1corintios	15	32	1corintios-15-32-P02	ἐγείρονται	V-PPI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-32-P01	unresolved	candidate
914	1corintios	15	32	1corintios-15-32-P03	φάγωμεν	V-AAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
915	1corintios	15	32	1corintios-15-32-P04	πίωμεν	V-AAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
916	1corintios	15	32	1corintios-15-32-P05	ἀποθνῄσκομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
917	1corintios	15	33	1corintios-15-33-P01	πλανᾶσθε	V-PPD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
918	1corintios	15	33	1corintios-15-33-P02	φθείρουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
919	1corintios	15	34	1corintios-15-34-P01	ἐκνήψατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
920	1corintios	15	34	1corintios-15-34-P02	ἁμαρτάνετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
921	1corintios	15	34	1corintios-15-34-P03	ἔχουσιν	V-PAI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-34-P02	candidate	not_detected
