BOOK	CH	VS	CLAUSE_ID	CLAUSE_TYPE	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	FINITE_CERTAINTY	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CONNECTOR_FUNCTION_STATUS	CONNECTOR_FUNCTION	SOURCE_CLAUSE	TARGET_CLAUSE	CONNECTION_CONFIDENCE	STATUS	NOTES
1corintios	2	12	C1	finite-anchor	08	ἐλάβομεν	λαμβάνω	V-AAI-1P	certain	cn4	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	2	12	C2	finite-anchor	17	εἰδῶμεν	οἶδα	V-XAS-1P	certain	cn3	ἀλλὰ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	12	C2	finite-anchor	17	εἰδῶμεν	οἶδα	V-XAS-1P	certain	cn4	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	2	13	C1	finite-anchor	03	λαλοῦμεν	λαλέω	V-PAI-1P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	2	13	C1	finite-anchor	03	λαλοῦμεν	λαλέω	V-PAI-1P	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	2	14	C1	finite-anchor	05	δέχεται	δέχομαι	V-PMI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	2	14	C1	finite-anchor	05	δέχεται	δέχομαι	V-PMI-3S	certain	cn3	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	14	C2	finite-anchor	14	ἐστίν	εἰμί	V-PAI-3S	certain	cn3	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	14	C2	finite-anchor	14	ἐστίν	εἰμί	V-PAI-3S	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	14	C3	finite-anchor	17	δύναται	δύναμαι	V-PMI-3S	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	14	C3	finite-anchor	17	δύναται	δύναμαι	V-PMI-3S	certain	cn6	ὅτι	subordinating	content/cause	suggested	content-or-cause	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	2	14	C4	finite-anchor	21	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	certain	cn6	ὅτι	subordinating	content/cause	suggested	content-or-cause	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	2	15	C1	finite-anchor	04	ἀνακρίνει	ἀνακρίνω	V-PAI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	2	15	C1	finite-anchor	04	ἀνακρίνει	ἀνακρίνω	V-PAI-3S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	15	C2	finite-anchor	11	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	16	C1	finite-anchor	03	ἔγνω	γινώσκω	V-AAI-3S	certain	cn1	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	2	16	C2	finite-anchor	07	συμβιβάσει	συμβιβάζω	V-FAI-3S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	2	16	C3	finite-anchor	13	ἔχομεν	ἔχω	V-PAI-1P	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	1	C1	finite-anchor	04	ἠδυνήθην	δύναμαι	V-API-1S	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	3	2	C1	finite-anchor	03	ἐπότισα	ποτίζω	V-AAI-1S	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	2	C2	finite-anchor	08	ἐδύνασθε	δύναμαι	V-IMI-2P	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	2	C2	finite-anchor	08	ἐδύνασθε	δύναμαι	V-IMI-2P	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	2	C2	finite-anchor	08	ἐδύνασθε	δύναμαι	V-IMI-2P	certain	cn4	οὐδὲ	coordinating	negative coordination	suggested	coordinate/negative	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	2	C3	finite-anchor	13	δύνασθε	δύναμαι	V-PMI-2P	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	2	C3	finite-anchor	13	δύνασθε	δύναμαι	V-PMI-2P	certain	cn4	οὐδὲ	coordinating	negative coordination	suggested	coordinate/negative	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C1	finite-anchor	04	ἐστε	εἰμί	V-PAI-2P	certain	cn1	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	3	C1	finite-anchor	04	ἐστε	εἰμί	V-PAI-2P	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C1	finite-anchor	04	ἐστε	εἰμί	V-PAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C2	finite-anchor	14	ἐστε	εἰμί	V-PAI-2P	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C2	finite-anchor	14	ἐστε	εἰμί	V-PAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C2	finite-anchor	14	ἐστε	εἰμί	V-PAI-2P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	3	C3	finite-anchor	18	περιπατεῖτε	περιπατέω	V-PAI-2P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	4	C1	finite-anchor	03	λέγῃ	λέγω	V-PAS-3S	certain	cn1	ὅταν	subordinating	temporal/condition	suggested	temporal-or-condition		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	3	4	C1	finite-anchor	03	λέγῃ	λέγω	V-PAS-3S	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	4	C2	finite-anchor	07	εἰμι	εἰμί	V-PAI-1S	certain	cn3	δέ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	4	C3	finite-anchor	15	ἐστε	εἰμί	V-PAI-2P	certain	cn3	δέ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	C1	finite-anchor	03	ἐστιν	εἰμί	V-PAI-3S	certain	cn1	οὖν	coordinating	inference	suggested	inference/result		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	5	C1	finite-anchor	03	ἐστιν	εἰμί	V-PAI-3S	certain	cn2	δέ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	C2	finite-anchor	07	ἐστιν	εἰμί	V-PAI-3S	certain	cn2	δέ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	C3	finite-anchor	12	ἐπιστεύσατε	πιστεύω	V-AAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	C3	finite-anchor	12	ἐπιστεύσατε	πιστεύω	V-AAI-2P	certain	cn4	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	5	C4	finite-anchor	18	ἔδωκεν	δίδωμι	V-AAI-3S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	C4	finite-anchor	18	ἔδωκεν	δίδωμι	V-AAI-3S	certain	cn4	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	6	C1	finite-anchor	02	ἐφύτευσα	φυτεύω	V-AAI-1S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	3	6	C2	finite-anchor	04	ἐπότισεν	ποτίζω	V-AAI-3S	certain	cn1	ἀλλὰ	coordinating	contrast	suggested	contrast	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	6	C3	finite-anchor	08	ηὔξανεν	αὐξάνω	V-IAI-3S	certain	cn1	ἀλλὰ	coordinating	contrast	suggested	contrast	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	7	C1	finite-anchor	05	ἐστίν	εἰμί	V-PAI-3S	certain	cn1	ὥστε	subordinating	result/inference	suggested	result/inference		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	3	7	C1	finite-anchor	05	ἐστίν	εἰμί	V-PAI-3S	certain	cn2	οὔτε	coordinating	negative coordination	suggested	coordinate/negative		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	7	C1	finite-anchor	05	ἐστίν	εἰμί	V-PAI-3S	certain	cn3	οὔτε	coordinating	negative coordination	suggested	coordinate/negative	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
