stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons	movement_class	movement_class_source	structural_weight	regime_capable
96	1corintios	3	6	1corintios-3-6-P01	1corintios-3-5-P04	ἐφύτευσα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
97	1corintios	3	6	1corintios-3-6-P02	1corintios-3-6-P01	ἐπότισεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
98	1corintios	3	6	1corintios-3-6-P03	1corintios-3-6-P02	ηὔξανεν	V-IAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
99	1corintios	3	7	1corintios-3-7-P01	1corintios-3-6-P03	ἐστίν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
100	1corintios	3	8	1corintios-3-8-P01	1corintios-3-7-P01	εἰσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
101	1corintios	3	8	1corintios-3-8-P02	1corintios-3-8-P01	λήμψεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
102	1corintios	3	9	1corintios-3-9-P01	1corintios-3-8-P02	ἐσμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
103	1corintios	3	9	1corintios-3-9-P02	1corintios-3-9-P01	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
104	1corintios	3	10	1corintios-3-10-P01	1corintios-3-9-P02	ἔθηκα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
105	1corintios	3	10	1corintios-3-10-P02	1corintios-3-10-P01	ἐποικοδομεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
106	1corintios	3	10	1corintios-3-10-P03	1corintios-3-10-P02	βλεπέτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
107	1corintios	3	10	1corintios-3-10-P04	1corintios-3-10-P03	ἐποικοδομεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
108	1corintios	3	11	1corintios-3-11-P01	1corintios-3-10-P04	δύναται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
109	1corintios	3	11	1corintios-3-11-P02	1corintios-3-11-P01	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
110	1corintios	3	12	1corintios-3-12-P01	1corintios-3-11-P02	ἐποικοδομεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
111	1corintios	3	13	1corintios-3-13-P01	1corintios-3-12-P01	γενήσεται	V-FMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
112	1corintios	3	13	1corintios-3-13-P02	1corintios-3-13-P01	δηλώσει	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
113	1corintios	3	13	1corintios-3-13-P03	1corintios-3-13-P02	ἀποκαλύπτεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
114	1corintios	3	13	1corintios-3-13-P04	1corintios-3-13-P03	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
115	1corintios	3	13	1corintios-3-13-P05	1corintios-3-13-P04	δοκιμάσει	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
116	1corintios	3	14	1corintios-3-14-P01	1corintios-3-13-P05	μενεῖ	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
117	1corintios	3	14	1corintios-3-14-P02	1corintios-3-14-P01	ἐποικοδόμησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
118	1corintios	3	14	1corintios-3-14-P03	1corintios-3-14-P02	λήμψεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
119	1corintios	3	15	1corintios-3-15-P01	1corintios-3-14-P03	κατακαήσεται	V-FPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
120	1corintios	3	15	1corintios-3-15-P02	1corintios-3-15-P01	ζημιωθήσεται	V-FPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
121	1corintios	3	15	1corintios-3-15-P03	1corintios-3-15-P02	σωθήσεται	V-FPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
122	1corintios	3	16	1corintios-3-16-P01	1corintios-3-15-P03	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
123	1corintios	3	16	1corintios-3-16-P02	1corintios-3-16-P01	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
124	1corintios	3	16	1corintios-3-16-P03	1corintios-3-16-P02	οἰκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
125	1corintios	3	17	1corintios-3-17-P01	1corintios-3-16-P03	φθείρει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
126	1corintios	3	17	1corintios-3-17-P02	1corintios-3-17-P01	φθερεῖ	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
127	1corintios	3	17	1corintios-3-17-P03	1corintios-3-17-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
128	1corintios	3	17	1corintios-3-17-P04	1corintios-3-17-P03	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
129	1corintios	3	18	1corintios-3-18-P01	1corintios-3-17-P04	ἐξαπατάτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
130	1corintios	3	18	1corintios-3-18-P02	1corintios-3-18-P01	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
131	1corintios	3	18	1corintios-3-18-P03	1corintios-3-18-P02	γενέσθω	V-AMD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
132	1corintios	3	18	1corintios-3-18-P04	1corintios-3-18-P03	γένηται	V-AMS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
133	1corintios	3	19	1corintios-3-19-P01	1corintios-3-18-P04	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
134	1corintios	3	19	1corintios-3-19-P02	1corintios-3-19-P01	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
135	1corintios	3	20	1corintios-3-20-P01	1corintios-3-19-P02	γινώσκει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
136	1corintios	3	20	1corintios-3-20-P02	1corintios-3-20-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
137	1corintios	3	21	1corintios-3-21-P01	1corintios-3-20-P02	καυχάσθω	V-PMD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
138	1corintios	3	21	1corintios-3-21-P02	1corintios-3-21-P01	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
139	1corintios	4	1	1corintios-4-1-P01	1corintios-3-21-P02	λογιζέσθω	V-PMD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
140	1corintios	4	2	1corintios-4-2-P01	1corintios-4-1-P01	ζητεῖται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
141	1corintios	4	2	1corintios-4-2-P02	1corintios-4-2-P01	εὑρεθῇ	V-APS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
142	1corintios	4	3	1corintios-4-3-P01	1corintios-4-2-P02	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
143	1corintios	4	3	1corintios-4-3-P02	1corintios-4-3-P01	ἀνακριθῶ	V-APS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
144	1corintios	4	3	1corintios-4-3-P03	1corintios-4-3-P02	ἀνακρίνω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
145	1corintios	4	4	1corintios-4-4-P01	1corintios-4-3-P03	σύνοιδα	V-XAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
146	1corintios	4	4	1corintios-4-4-P02	1corintios-4-4-P01	δεδικαίωμαι	V-XPI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
147	1corintios	4	4	1corintios-4-4-P03	1corintios-4-4-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
148	1corintios	4	5	1corintios-4-5-P01	1corintios-4-4-P03	κρίνετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
149	1corintios	4	5	1corintios-4-5-P02	1corintios-4-5-P01	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
150	1corintios	4	5	1corintios-4-5-P03	1corintios-4-5-P02	φωτίσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
151	1corintios	4	5	1corintios-4-5-P04	1corintios-4-5-P03	φανερώσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
152	1corintios	4	5	1corintios-4-5-P05	1corintios-4-5-P04	γενήσεται	V-FMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
